ID,Title,author_given_name,author_surname,author_id
101,Managing atypical antipsychotic-associated weight gain: 12-month data on a multimodal weight control program,Shula,Minsky,6603622470
101,Managing atypical antipsychotic-associated weight gain: 12-month data on a multimodal weight control program,Michael,Gara,7003752250
101,Managing atypical antipsychotic-associated weight gain: 12-month data on a multimodal weight control program,Diane Rigassio,Radler,6506755579
101,Managing atypical antipsychotic-associated weight gain: 12-month data on a multimodal weight control program,Marie,Sakowitz,57190992714
102,A yoga intervention for young adults with elevated symptoms of depression,Alison,Woolery,6506674860
102,A yoga intervention for young adults with elevated symptoms of depression,Hector,Myers,7102486173
102,A yoga intervention for young adults with elevated symptoms of depression,Beth,Sternlieb,36853719100
102,A yoga intervention for young adults with elevated symptoms of depression,Lonnie,Zeltzer,7007034716
103,Community-integrated home-based depression treatment in older adults: a randomized controlled trial,Paul,Ciechanowski,35415214600
103,Community-integrated home-based depression treatment in older adults: a randomized controlled trial,Edward,Wagner,7403211068
103,Community-integrated home-based depression treatment in older adults: a randomized controlled trial,Karen,Schmaling,7004226864
103,Community-integrated home-based depression treatment in older adults: a randomized controlled trial,Sheryl,Schwartz,55449271500
103,Community-integrated home-based depression treatment in older adults: a randomized controlled trial,Barbara,Williams,7404502563
103,Community-integrated home-based depression treatment in older adults: a randomized controlled trial,Paula,Diehr,35401274700
103,Community-integrated home-based depression treatment in older adults: a randomized controlled trial,Jayne,Kulzer,6603321025
103,Community-integrated home-based depression treatment in older adults: a randomized controlled trial,Shelly,Gray,12786698900
103,Community-integrated home-based depression treatment in older adults: a randomized controlled trial,Cheza,Collier,7102885568
103,Community-integrated home-based depression treatment in older adults: a randomized controlled trial,James,LoGerfo,35460842600
104,The Effects of Exercise on Depression in a Geriatric Population,Alka M.,Patel,57191884809
105,Effect of Tai Chi on depressive symptoms amongst Chinese older patients with depressive disorders: a randomized clinical trial,Kee Lee,Chou,7201905320
105,Effect of Tai Chi on depressive symptoms amongst Chinese older patients with depressive disorders: a randomized clinical trial,Peter W.H.,Lee,7406120357
105,Effect of Tai Chi on depressive symptoms amongst Chinese older patients with depressive disorders: a randomized clinical trial,Edwin C.S.,Yu,14051310700
105,Effect of Tai Chi on depressive symptoms amongst Chinese older patients with depressive disorders: a randomized clinical trial,Duncan,Macfarlane,7202978517
105,Effect of Tai Chi on depressive symptoms amongst Chinese older patients with depressive disorders: a randomized clinical trial,Yeung Hung,Cheng,7404915143
105,Effect of Tai Chi on depressive symptoms amongst Chinese older patients with depressive disorders: a randomized clinical trial,Sophia S.C.,Chan,13409371900
105,Effect of Tai Chi on depressive symptoms amongst Chinese older patients with depressive disorders: a randomized clinical trial,Iris,Chi,7005697907
106,Exercise treatment for depression: Efficacy and dose response,Andrea L.,Dunn,7201720357
106,Exercise treatment for depression: Efficacy and dose response,Madhukar H.,Trivedi,7103153350
106,Exercise treatment for depression: Efficacy and dose response,James B.,Kampert,6701722656
106,Exercise treatment for depression: Efficacy and dose response,Camillia G.,Clark,35213085400
106,Exercise treatment for depression: Efficacy and dose response,Heather O.,Chambliss,6603305233
107,Exercise and clinical depression: examining two psychological mechanisms,Lynette L.,Craft,6701344218
109,Effects of Aerobic Exercise in Combination with Cognitive Therapy on Self-Reported Depression,Leeanne Homburger,Bonnet,121
110,"Effects of Selected Exercise Modalities on Stress, Anxiety, and Depression Responses in the Elderly",Kimberlee Hoirup,Bethany,122
111,Improving physical fitness and emotional well-being in adolescents of low socioeconomic status in Chile: results of a school-based controlled trial,Marco,Bonhauser,8571783900
111,Improving physical fitness and emotional well-being in adolescents of low socioeconomic status in Chile: results of a school-based controlled trial,Gonzalo,Fernandez,8571783200
111,Improving physical fitness and emotional well-being in adolescents of low socioeconomic status in Chile: results of a school-based controlled trial,Klaus,P¸schel,35500896800
111,Improving physical fitness and emotional well-being in adolescents of low socioeconomic status in Chile: results of a school-based controlled trial,Fernando,YaÒez,7801422313
111,Improving physical fitness and emotional well-being in adolescents of low socioeconomic status in Chile: results of a school-based controlled trial,JoaquÌn,Montero,7103015582
111,Improving physical fitness and emotional well-being in adolescents of low socioeconomic status in Chile: results of a school-based controlled trial,Beti,Thompson,7402482826
111,Improving physical fitness and emotional well-being in adolescents of low socioeconomic status in Chile: results of a school-based controlled trial,Gloria,Coronado,6701607007
112,A randomized controlled trial of high versus low intensity weight training versus general practitioner care for clinical depression in older adults,Nalin A.,Singh,35550556200
112,A randomized controlled trial of high versus low intensity weight training versus general practitioner care for clinical depression in older adults,Theodora M.,Stavrinos,8597437200
112,A randomized controlled trial of high versus low intensity weight training versus general practitioner care for clinical depression in older adults,Yvonne,Scarbek,8597437300
112,A randomized controlled trial of high versus low intensity weight training versus general practitioner care for clinical depression in older adults,Garry,Galambos,8597437400
112,A randomized controlled trial of high versus low intensity weight training versus general practitioner care for clinical depression in older adults,Cas,Liber,8597437500
112,A randomized controlled trial of high versus low intensity weight training versus general practitioner care for clinical depression in older adults,Maria A.Fiatarone,Singh,6602994588
112,A randomized controlled trial of high versus low intensity weight training versus general practitioner care for clinical depression in older adults,John E.,Morley,177
113,The exercise-induced enhancement of influenza immunity is mediated in part by improvements in psychosocial factors in older adults,M. L.,Kohut,7005261007
113,The exercise-induced enhancement of influenza immunity is mediated in part by improvements in psychosocial factors in older adults,W.,Lee,7407087156
113,The exercise-induced enhancement of influenza immunity is mediated in part by improvements in psychosocial factors in older adults,A.,Martin,8647003800
113,The exercise-induced enhancement of influenza immunity is mediated in part by improvements in psychosocial factors in older adults,B.,Arnston,8578390100
113,The exercise-induced enhancement of influenza immunity is mediated in part by improvements in psychosocial factors in older adults,D. W.,Russell,35461466000
113,The exercise-induced enhancement of influenza immunity is mediated in part by improvements in psychosocial factors in older adults,P.,Ekkekakis,6602687959
113,The exercise-induced enhancement of influenza immunity is mediated in part by improvements in psychosocial factors in older adults,K. J.,Yoon,7401607376
113,The exercise-induced enhancement of influenza immunity is mediated in part by improvements in psychosocial factors in older adults,A.,Bishop,57224721640
113,The exercise-induced enhancement of influenza immunity is mediated in part by improvements in psychosocial factors in older adults,J. E.,Cunnick,7003980939
114,Effect of Sahaj Yoga on depressive disorders,V. K.,Sharma,7404568704
114,Effect of Sahaj Yoga on depressive disorders,S.,Das,57208558282
114,Effect of Sahaj Yoga on depressive disorders,S.,Mondal,15035564300
114,Effect of Sahaj Yoga on depressive disorders,U.,Goswami,15033299900
114,Effect of Sahaj Yoga on depressive disorders,A.,Gandhi,7006013130
115,Prospective study of physical activity and depressive symptoms in middle-aged women,Wendy J.,Brown,55629070800
115,Prospective study of physical activity and depressive symptoms in middle-aged women,Jessica H.,Ford,57193482097
115,Prospective study of physical activity and depressive symptoms in middle-aged women,Nicola W.,Burton,7006322598
115,Prospective study of physical activity and depressive symptoms in middle-aged women,Alison L.,Marshall,55531654900
115,Prospective study of physical activity and depressive symptoms in middle-aged women,Annette J.,Dobson,7202943645
116,The Impact of Physical Exercise on Psychological Well -Being in Older Adults,Susan,Parkinson,123
117,Effects of type of physical exercise and leisure activities on the depression scores of obese Brazilian adolescent girls,S. G.,Stella,12042089500
117,Effects of type of physical exercise and leisure activities on the depression scores of obese Brazilian adolescent girls,A. P.,Vilar,57039798300
117,Effects of type of physical exercise and leisure activities on the depression scores of obese Brazilian adolescent girls,C.,Lacroix,57198033094
117,Effects of type of physical exercise and leisure activities on the depression scores of obese Brazilian adolescent girls,M.,Fisberg,6701376545
117,Effects of type of physical exercise and leisure activities on the depression scores of obese Brazilian adolescent girls,R. F.,Santos,7201375105
117,Effects of type of physical exercise and leisure activities on the depression scores of obese Brazilian adolescent girls,M. T.,Mello,55662878800
117,Effects of type of physical exercise and leisure activities on the depression scores of obese Brazilian adolescent girls,S.,Tufik,7006596857
118,Dance movement therapy improves emotional responses and modulates neurohormones in adolescents with mild depression,Young Ja,Jeong,26650698300
118,Dance movement therapy improves emotional responses and modulates neurohormones in adolescents with mild depression,Sung Chan,Hong,56161304500
118,Dance movement therapy improves emotional responses and modulates neurohormones in adolescents with mild depression,Soo Myeong,Lee,7409121324
118,Dance movement therapy improves emotional responses and modulates neurohormones in adolescents with mild depression,Min Cheol,Park,55479195400
118,Dance movement therapy improves emotional responses and modulates neurohormones in adolescents with mild depression,Yong Kyu,Kim,57196172019
118,Dance movement therapy improves emotional responses and modulates neurohormones in adolescents with mild depression,Chae Moon,Suh,12042481000
119,Successful mental health aging: results from a longitudinal study of older Australian men,Osvaldo P.,Almeida,35481288100
119,Successful mental health aging: results from a longitudinal study of older Australian men,Paul,Norman,57208099127
119,Successful mental health aging: results from a longitudinal study of older Australian men,Graeme,Hankey,7102816661
119,Successful mental health aging: results from a longitudinal study of older Australian men,Konrad,Jamrozik,26426193300
119,Successful mental health aging: results from a longitudinal study of older Australian men,Leon,Flicker,7006112267
120,Can strenuous leisure time physical activity prevent psychological complaints in a working population?,C. M.,Bernaards,124
120,Can strenuous leisure time physical activity prevent psychological complaints in a working population?,M. P.,Bernaards,125
120,Can strenuous leisure time physical activity prevent psychological complaints in a working population?,S. G.,Jans,126
120,Can strenuous leisure time physical activity prevent psychological complaints in a working population?,I. J.,Hendriksen,6602966839
120,Can strenuous leisure time physical activity prevent psychological complaints in a working population?,I. L.,Houtman,127
120,Can strenuous leisure time physical activity prevent psychological complaints in a working population?,P. M.,Bongers,128
121,Increased serum levels of 8-hydroxy-2?-deoxyguanosine in clinical depression:,Michael J.,Forlenza,6603095212
121,Increased serum levels of 8-hydroxy-2?-deoxyguanosine in clinical depression:,Gregory E.,Miller,7404978645
122,Ballroom dance lessons for geriatric depression: An exploratory study,Amanda,Haboush,56462961200
122,Ballroom dance lessons for geriatric depression: An exploratory study,Mark,Floyd,7102289698
122,Ballroom dance lessons for geriatric depression: An exploratory study,Joshua,Caron,7202260274
122,Ballroom dance lessons for geriatric depression: An exploratory study,Mark,LaSota,12807489000
122,Ballroom dance lessons for geriatric depression: An exploratory study,Krisann,Alvarez,6701352326
123,"Randomized, controlled, six-month trial of yoga in healthy seniors: effects on cognition and quality of life",Barry S.,Oken,7003497584
123,"Randomized, controlled, six-month trial of yoga in healthy seniors: effects on cognition and quality of life",Daniel,Zajdel,7801391238
123,"Randomized, controlled, six-month trial of yoga in healthy seniors: effects on cognition and quality of life",Shirley,Kishiyama,6506095893
123,"Randomized, controlled, six-month trial of yoga in healthy seniors: effects on cognition and quality of life",Kristin,Flegal,11440309600
123,"Randomized, controlled, six-month trial of yoga in healthy seniors: effects on cognition and quality of life",Cathleen,Dehen,36339089900
123,"Randomized, controlled, six-month trial of yoga in healthy seniors: effects on cognition and quality of life",Mitchell,Haas,56265685500
123,"Randomized, controlled, six-month trial of yoga in healthy seniors: effects on cognition and quality of life",Dale F.,Kraemer,7005436168
123,"Randomized, controlled, six-month trial of yoga in healthy seniors: effects on cognition and quality of life",Julie,Lawrence,57199750132
123,"Randomized, controlled, six-month trial of yoga in healthy seniors: effects on cognition and quality of life",Joanne,Leyva,36340073100
124,Validation of a physical activity assessment tool for individuals with schizophrenia,Guy,Faulkner,7005753356
124,Validation of a physical activity assessment tool for individuals with schizophrenia,Tony,Cohn,7007070500
124,Validation of a physical activity assessment tool for individuals with schizophrenia,Gary,Remington,7005742222
125,Dispositional optimism and the risk of depressive symptoms during 15 years of follow-up: The Zutphen Elderly Study,Erik J.,Giltay,7003390306
125,Dispositional optimism and the risk of depressive symptoms during 15 years of follow-up: The Zutphen Elderly Study,Frans G.,Zitman,7004412740
125,Dispositional optimism and the risk of depressive symptoms during 15 years of follow-up: The Zutphen Elderly Study,Daan,Kromhout,40261987600
126,"Effects of physical exercise on depression, neuroendocrine stress hormones and physiological fitness in adolescent females with depressive symptoms",Chanudda,Nabkasorn,12798792000
126,"Effects of physical exercise on depression, neuroendocrine stress hormones and physiological fitness in adolescent females with depressive symptoms",Nobuyuki,Miyai,55986357100
126,"Effects of physical exercise on depression, neuroendocrine stress hormones and physiological fitness in adolescent females with depressive symptoms",Anek,Sootmongkol,12799033200
126,"Effects of physical exercise on depression, neuroendocrine stress hormones and physiological fitness in adolescent females with depressive symptoms",Suwanna,Junprasert,12799206600
126,"Effects of physical exercise on depression, neuroendocrine stress hormones and physiological fitness in adolescent females with depressive symptoms",Hiroichi,Yamamoto,8666841700
126,"Effects of physical exercise on depression, neuroendocrine stress hormones and physiological fitness in adolescent females with depressive symptoms",Mikio,Arita,57212077962
126,"Effects of physical exercise on depression, neuroendocrine stress hormones and physiological fitness in adolescent females with depressive symptoms",Kazuhisa,Miyashita,7202708248
127,Depression Among Elderly Residents in Assisted Living Centers and the Effect of a Weight Lifting Program,Rebecca Dudley,Shelor,129
128,Leisure time physical activity in relation to depressive symptoms in the black women's health study,Lauree A.,Wise,55426062600
128,Leisure time physical activity in relation to depressive symptoms in the black women's health study,Lucile L.,Adams-Campbell,7004961369
128,Leisure time physical activity in relation to depressive symptoms in the black women's health study,Julie R.,Palmer,7403311276
128,Leisure time physical activity in relation to depressive symptoms in the black women's health study,Lynn,Rosenberg,7201775813
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Christine L.,McKibbin,6603379273
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Thomas L.,Patterson,7202308102
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Gregory,Norman,7102607771
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Kevin,Patrick,7102552632
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Hua,Jin,56525760300
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Scott,Roesch,7003754594
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Sunder,Mudaliar,7006342609
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Concepcion,Barrio,7003473393
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Kathleen,O'Hanlon,57189456001
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Kay,Griver,6507281992
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,A'verria,Sirkin,49762170300
129,A lifestyle intervention for older schizophrenia patients with diabetes mellitus: A randomized controlled trial,Dilip V.,Jeste,36014098400
130,The effects of aerobic and resistance exercises in obese women,Ay?e,Sarsan,10439950900
130,The effects of aerobic and resistance exercises in obese women,F¸sun,ArdiÁ,8326332300
130,The effects of aerobic and resistance exercises in obese women,Merih,÷zgen,8326332200
130,The effects of aerobic and resistance exercises in obese women,Oya,Topuz,6602373061
130,The effects of aerobic and resistance exercises in obese women,Yurdaer,Sermez,6507013294
131,Effect of a qigong exercise programme on elderly with depression,Hector W.H.,Tsang,7006768493
131,Effect of a qigong exercise programme on elderly with depression,Kelvin M.T.,Fung,13806740900
131,Effect of a qigong exercise programme on elderly with depression,Ashley S.M.,Chan,14526712000
131,Effect of a qigong exercise programme on elderly with depression,Grace,Lee,36340064100
131,Effect of a qigong exercise programme on elderly with depression,Fong,Chan,7202586454
132,"Socioeconomic differences in incident depression in older adults: The role of psychosocial factors, physical health status, and behavioral factors",Annemarie,Koster,35237466800
132,"Socioeconomic differences in incident depression in older adults: The role of psychosocial factors, physical health status, and behavioral factors",Hans,Bosma,7003678505
132,"Socioeconomic differences in incident depression in older adults: The role of psychosocial factors, physical health status, and behavioral factors",Gertrudis I.J.M.,Kempen,7006367611
132,"Socioeconomic differences in incident depression in older adults: The role of psychosocial factors, physical health status, and behavioral factors",Brenda W.J.H.,Penninx,55800249300
132,"Socioeconomic differences in incident depression in older adults: The role of psychosocial factors, physical health status, and behavioral factors",Aartjan T.F.,Beekman,7005920751
132,"Socioeconomic differences in incident depression in older adults: The role of psychosocial factors, physical health status, and behavioral factors",Dorly J.H.,Deeg,7006628051
132,"Socioeconomic differences in incident depression in older adults: The role of psychosocial factors, physical health status, and behavioral factors",Jacques Th M.,Eijk van,7006720009
133,Exploring the feasibility of a community-based strength training program for older people with depressive symptoms and its impact on depressive symptoms,Jane,Sims,7202122671
133,Exploring the feasibility of a community-based strength training program for older people with depressive symptoms and its impact on depressive symptoms,Keith,Hill,35518345000
133,Exploring the feasibility of a community-based strength training program for older people with depressive symptoms and its impact on depressive symptoms,Sandra,Davidson,57211155166
133,Exploring the feasibility of a community-based strength training program for older people with depressive symptoms and its impact on depressive symptoms,Jane,Gunn,7201608975
133,Exploring the feasibility of a community-based strength training program for older people with depressive symptoms and its impact on depressive symptoms,Nancy,Huang,16042661700
134,The physiological and psychological effects of resistance training on Chinese obese adolescents,Wing Chung,Lau,130
134,The physiological and psychological effects of resistance training on Chinese obese adolescents,C. W.,Yu,131
134,The physiological and psychological effects of resistance training on Chinese obese adolescents,Antoinette,Lee,132
134,The physiological and psychological effects of resistance training on Chinese obese adolescents,Rita Y. T.,Sung,133
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Charlotte,Clark,8723105800
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Mary M.,Haines,7102379464
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Jenny,Head,7202619429
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Emily,Klineberg,6507031710
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Muna,Arephin,15750167900
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Russell,Viner,7005899067
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Stephanie J.C.,Taylor,7404758236
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Robert,Booy,7006741817
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Kam,Bhui,7006102085
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Stephen A.,Stansfeld,55666438900
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",K.,Knubben,57199339101
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",F. M.,Reischies,7004128448
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",M.,Adli,6701857909
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",P.,Schlattmann,7004552856
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",M.,Bauer,56431978500
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",F.,Dimeo,8322197500
137,"Design paper: The DEMO trial: A randomized, parallel-group, observer-blinded clinical trial of aerobic versus non-aerobic versus relaxation training for patients with light to moderate depression",Jesper,Krogh,15069543200
137,"Design paper: The DEMO trial: A randomized, parallel-group, observer-blinded clinical trial of aerobic versus non-aerobic versus relaxation training for patients with light to moderate depression",Lone,Petersen,24462331900
137,"Design paper: The DEMO trial: A randomized, parallel-group, observer-blinded clinical trial of aerobic versus non-aerobic versus relaxation training for patients with light to moderate depression",Michael,Timmermann,15069800800
137,"Design paper: The DEMO trial: A randomized, parallel-group, observer-blinded clinical trial of aerobic versus non-aerobic versus relaxation training for patients with light to moderate depression",Bengt,Saltin,7103099936
137,"Design paper: The DEMO trial: A randomized, parallel-group, observer-blinded clinical trial of aerobic versus non-aerobic versus relaxation training for patients with light to moderate depression",Merete,Nordentoft,7006191523
138,[The regular physical exerciseís practice as complementary therapy to the treatment of depressed women] A pr·tica de exercÌcios fÌsicos regulares como terapia complementar ao tratamento de mulheres com depress„o,JosÈ Luiz Lopes,Vieira,134
138,[The regular physical exerciseís practice as complementary therapy to the treatment of depressed women] A pr·tica de exercÌcios fÌsicos regulares como terapia complementar ao tratamento de mulheres com depress„o,Mauro,Porcu,135
138,[The regular physical exerciseís practice as complementary therapy to the treatment of depressed women] A pr·tica de exercÌcios fÌsicos regulares como terapia complementar ao tratamento de mulheres com depress„o,Priscila Garcia Marques Da,Rocha,136
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Michael K.,Baker,15756940000
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",David J.,Kennedy,56375672900
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Philip L.,Bohle,26643189900
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Deena S.,Campbell,15756892600
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Leona,Knapman,36704872400
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Jodie,Grady,22634546000
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",James,Wiltshire,15758602900
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Maria,McNamara,35173481900
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",William J.,Evans,55351673700
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Evan,Atlantis,6507526641
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Maria A.,Fiatarone Singh,6602994588
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,G. A.,Brenes,6602096906
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,J. D.,Williamson,7403199453
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,S. P.,Messier,7006572495
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,W. J.,Rejeski,7005211802
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,M.,Pahor,56759548200
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,E.,Ip,36917734200
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,B. W.J.H.,Penninx,55800249300
141,Assessing depression following two ancient Indian interventions: effects of yoga and ayurveda on older adults in a residential home,Manjunath Nandi,Krishnamurthy,16070563000
141,Assessing depression following two ancient Indian interventions: effects of yoga and ayurveda on older adults in a residential home,Shirley,Telles,56264750100
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Yves,Rolland,7007024863
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Fabien,Pillard,6603629778
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Adrian,Klapouszczak,15835233300
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Emma,Reynish,35270135800
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",David,Thomas,57211035820
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Sandrine,Andrieu,57197560419
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Daniel,RiviËre,56797837200
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Bruno,Vellas,7004818575
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,E. L.,Van Der Kooi,6507458944
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,J. S.,Kalkman,6603137598
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,E.,Lindeman,6701441488
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,J. C.M.,Hendriks,7101998868
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,B. G.M.,Van Engelen,7006305683
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,G.,Bleijenberg,7005534635
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,G. W.,Padberg,7005422365
144,"A randomized, controlled trial of fall prevention programs and quality of life in older fallers",Mau Roung,Lin,7404816518
144,"A randomized, controlled trial of fall prevention programs and quality of life in older fallers",Steven L.,Wolf,7402621724
144,"A randomized, controlled trial of fall prevention programs and quality of life in older fallers",Hei Fen,Hwang,7403258424
144,"A randomized, controlled trial of fall prevention programs and quality of life in older fallers",Sheng You,Gong,16068697800
144,"A randomized, controlled trial of fall prevention programs and quality of life in older fallers",Chih Yi,Chen,55584801482
145,Physical activity for osteoarthritis management: A randomized controlled clinical trial evaluating hydrotherapy or Tai Chi classes,Marlene,Fransen,7006595568
145,Physical activity for osteoarthritis management: A randomized controlled clinical trial evaluating hydrotherapy or Tai Chi classes,Lillias,Nairn,16245996800
145,Physical activity for osteoarthritis management: A randomized controlled clinical trial evaluating hydrotherapy or Tai Chi classes,Julie,Winstanley,35875266800
145,Physical activity for osteoarthritis management: A randomized controlled clinical trial evaluating hydrotherapy or Tai Chi classes,Paul,Lam,35795528200
145,Physical activity for osteoarthritis management: A randomized controlled clinical trial evaluating hydrotherapy or Tai Chi classes,John,Edmonds,8146533300
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,C. H.,Van Gool,57217153933
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,G. I.J.M.,Kempen,7006367611
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,H.,Bosma,7003678505
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,M. P.J.,Van Boxtel,7003424945
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,J.,Jolles,7103032365
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,T. M. ,Jacques,7006720009
147,Antidepressant effects associated with different exercise conditions in participants with depression: a pilot study,Fabien,Legrand,24078491200
147,Antidepressant effects associated with different exercise conditions in participants with depression: a pilot study,Jean Philippe,Heuze,8723681900
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Alessandra,Pilu,21743424700
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Manlio,Sorba,21743755900
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Maria Carolina,Hardoy,6701499133
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Anna Laura,Floris,36845148100
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Francesca,Mannu,56705151600
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Maria Luisa,Seruis,7801556694
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Claudio,Velluti,6603827346
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Bernardo,Carpiniello,7003475980
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Massimiliano,Salvi,9736927100
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Mauro Giovanni,Carta,7006714673
149,Predictors of mental disorders and their outcome in a community based cohort,John R.,Beard,7201799673
149,Predictors of mental disorders and their outcome in a community based cohort,Kathy,Heathcote,17134923200
149,Predictors of mental disorders and their outcome in a community based cohort,Robert,Brooks,34871467900
149,Predictors of mental disorders and their outcome in a community based cohort,Arul,Earnest,6603854036
149,Predictors of mental disorders and their outcome in a community based cohort,Brian,Kelly,7202842593
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,James A.,Blumenthal,24382350300
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Michael A.,Babyak,7004498523
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,P. Murali,Doraiswamy,7005050686
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Lana,Watkins,35365490300
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Benson M.,Hoffman,12791431400
