ID,Title,author_given_name,author_surname,author_id,
133,Exploring the feasibility of a community-based strength training program for older people with depressive symptoms and its impact on depressive symptoms,Jane,Gunn,7201608975,Jane Gunn
133,Exploring the feasibility of a community-based strength training program for older people with depressive symptoms and its impact on depressive symptoms,Nancy,Huang,16042661700,Nancy Huang
134,The physiological and psychological effects of resistance training on Chinese obese adolescents,Wing Chung,Lau,130,Wing Chung Lau
134,The physiological and psychological effects of resistance training on Chinese obese adolescents,C. W.,Yu,131,C. W. Yu
134,The physiological and psychological effects of resistance training on Chinese obese adolescents,Antoinette,Lee,132,Antoinette Lee
134,The physiological and psychological effects of resistance training on Chinese obese adolescents,Rita Y. T.,Sung,133,Rita Y. T. Sung
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Charlotte,Clark,8723105800,Charlotte Clark
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Mary M.,Haines,7102379464,Mary M. Haines
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Jenny,Head,7202619429,Jenny Head
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Emily,Klineberg,6507031710,Emily Klineberg
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Muna,Arephin,15750167900,Muna Arephin
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Russell,Viner,7005899067,Russell Viner
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Stephanie J.C.,Taylor,7404758236,Stephanie J.C. Taylor
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Robert,Booy,7006741817,Robert Booy
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Kam,Bhui,7006102085,Kam Bhui
135,Psychological symptoms and physical health and health behaviours in adolescents: a prospective 2-year study in East London,Stephen A.,Stansfeld,55666438900,Stephen A. Stansfeld
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",K.,Knubben,57199339101,K. Knubben
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",F. M.,Reischies,7004128448,F. M. Reischies
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",M.,Adli,6701857909,M. Adli
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",P.,Schlattmann,7004552856,P. Schlattmann
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",M.,Bauer,56431978500,M. Bauer
136,"A randomised, controlled study on the effects of a short-term endurance training programme in patients with major depression",F.,Dimeo,8322197500,F. Dimeo
137,"Design paper: The DEMO trial: A randomized, parallel-group, observer-blinded clinical trial of aerobic versus non-aerobic versus relaxation training for patients with light to moderate depression",Jesper,Krogh,15069543200,Jesper Krogh
137,"Design paper: The DEMO trial: A randomized, parallel-group, observer-blinded clinical trial of aerobic versus non-aerobic versus relaxation training for patients with light to moderate depression",Lone,Petersen,24462331900,Lone Petersen
137,"Design paper: The DEMO trial: A randomized, parallel-group, observer-blinded clinical trial of aerobic versus non-aerobic versus relaxation training for patients with light to moderate depression",Michael,Timmermann,15069800800,Michael Timmermann
137,"Design paper: The DEMO trial: A randomized, parallel-group, observer-blinded clinical trial of aerobic versus non-aerobic versus relaxation training for patients with light to moderate depression",Bengt,Saltin,7103099936,Bengt Saltin
137,"Design paper: The DEMO trial: A randomized, parallel-group, observer-blinded clinical trial of aerobic versus non-aerobic versus relaxation training for patients with light to moderate depression",Merete,Nordentoft,7006191523,Merete Nordentoft
138,[The regular physical exercise’s practice as complementary therapy to the treatment of depressed women] A prática de exercícios físicos regulares como terapia complementar ao tratamento de mulheres com depressão,José Luiz Lopes,Vieira,134,José Luiz Lopes Vieira
138,[The regular physical exercise’s practice as complementary therapy to the treatment of depressed women] A prática de exercícios físicos regulares como terapia complementar ao tratamento de mulheres com depressão,Mauro,Porcu,135,Mauro Porcu
138,[The regular physical exercise’s practice as complementary therapy to the treatment of depressed women] A prática de exercícios físicos regulares como terapia complementar ao tratamento de mulheres com depressão,Priscila Garcia Marques Da,Rocha,136,Priscila Garcia Marques Da Rocha
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Michael K.,Baker,15756940000,Michael K. Baker
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",David J.,Kennedy,56375672900,David J. Kennedy
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Philip L.,Bohle,26643189900,Philip L. Bohle
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Deena S.,Campbell,15756892600,Deena S. Campbell
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Leona,Knapman,36704872400,Leona Knapman
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Jodie,Grady,22634546000,Jodie Grady
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",James,Wiltshire,15758602900,James Wiltshire
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Maria,McNamara,35173481900,Maria McNamara
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",William J.,Evans,55351673700,William J. Evans
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Evan,Atlantis,6507526641,Evan Atlantis
139,"Efficacy and feasibility of a novel tri-modal robust exercise prescription in a retirement community: a randomized, controlled trial",Maria A.,Fiatarone Singh,6602994588,Maria A. Fiatarone Singh
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,G. A.,Brenes,6602096906,G. A. Brenes
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,J. D.,Williamson,7403199453,J. D. Williamson
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,S. P.,Messier,7006572495,S. P. Messier
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,W. J.,Rejeski,7005211802,W. J. Rejeski
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,M.,Pahor,56759548200,M. Pahor
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,E.,Ip,36917734200,E. Ip
140,Treatment of minor depression in older adults: A pilot study comparing sertraline and exercise,B. W.J.H.,Penninx,55800249300,B. W.J.H. Penninx
141,Assessing depression following two ancient Indian interventions: effects of yoga and ayurveda on older adults in a residential home,Manjunath Nandi,Krishnamurthy,16070563000,Manjunath Nandi Krishnamurthy
141,Assessing depression following two ancient Indian interventions: effects of yoga and ayurveda on older adults in a residential home,Shirley,Telles,56264750100,Shirley Telles
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Yves,Rolland,7007024863,Yves Rolland
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Fabien,Pillard,6603629778,Fabien Pillard
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Adrian,Klapouszczak,15835233300,Adrian Klapouszczak
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Emma,Reynish,35270135800,Emma Reynish
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",David,Thomas,57211035820,David Thomas
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Sandrine,Andrieu,57197560419,Sandrine Andrieu
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Daniel,Rivière,56797837200,Daniel Rivière
142,"Exercise program for nursing home residents with Alzheimer's disease: a 1-year randomized, controlled trial",Bruno,Vellas,7004818575,Bruno Vellas
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,E. L.,Van Der Kooi,6507458944,E. L. Van Der Kooi
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,J. S.,Kalkman,6603137598,J. S. Kalkman
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,E.,Lindeman,6701441488,E. Lindeman
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,J. C.M.,Hendriks,7101998868,J. C.M. Hendriks
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,B. G.M.,Van Engelen,7006305683,B. G.M. Van Engelen
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,G.,Bleijenberg,7005534635,G. Bleijenberg
143,Effects of training and albuterol on painand fatigue in facioscapulohumeral muscular dystrophy,G. W.,Padberg,7005422365,G. W. Padberg
144,"A randomized, controlled trial of fall prevention programs and quality of life in older fallers",Mau Roung,Lin,7404816518,Mau Roung Lin
144,"A randomized, controlled trial of fall prevention programs and quality of life in older fallers",Steven L.,Wolf,7402621724,Steven L. Wolf
144,"A randomized, controlled trial of fall prevention programs and quality of life in older fallers",Hei Fen,Hwang,7403258424,Hei Fen Hwang
144,"A randomized, controlled trial of fall prevention programs and quality of life in older fallers",Sheng You,Gong,16068697800,Sheng You Gong
144,"A randomized, controlled trial of fall prevention programs and quality of life in older fallers",Chih Yi,Chen,55584801482,Chih Yi Chen
145,Physical activity for osteoarthritis management: A randomized controlled clinical trial evaluating hydrotherapy or Tai Chi classes,Marlene,Fransen,7006595568,Marlene Fransen
145,Physical activity for osteoarthritis management: A randomized controlled clinical trial evaluating hydrotherapy or Tai Chi classes,Lillias,Nairn,16245996800,Lillias Nairn
145,Physical activity for osteoarthritis management: A randomized controlled clinical trial evaluating hydrotherapy or Tai Chi classes,Julie,Winstanley,35875266800,Julie Winstanley
145,Physical activity for osteoarthritis management: A randomized controlled clinical trial evaluating hydrotherapy or Tai Chi classes,Paul,Lam,35795528200,Paul Lam
145,Physical activity for osteoarthritis management: A randomized controlled clinical trial evaluating hydrotherapy or Tai Chi classes,John,Edmonds,8146533300,John Edmonds
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,C. H.,Van Gool,57217153933,C. H. Van Gool
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,G. I.J.M.,Kempen,7006367611,G. I.J.M. Kempen
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,H.,Bosma,7003678505,H. Bosma
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,M. P.J.,Van Boxtel,7003424945,M. P.J. Van Boxtel
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,J.,Jolles,7103032365,J. Jolles
146,Associations between lifestyle and depressed mood: longitudinal results from the Maastricht Aging Study,T. M. ,Jacques,7006720009,T. M.  Jacques
147,Antidepressant effects associated with different exercise conditions in participants with depression: a pilot study,Fabien,Legrand,24078491200,Fabien Legrand
147,Antidepressant effects associated with different exercise conditions in participants with depression: a pilot study,Jean Philippe,Heuze,8723681900,Jean Philippe Heuze
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Alessandra,Pilu,21743424700,Alessandra Pilu
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Manlio,Sorba,21743755900,Manlio Sorba
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Maria Carolina,Hardoy,6701499133,Maria Carolina Hardoy
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Anna Laura,Floris,36845148100,Anna Laura Floris
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Francesca,Mannu,56705151600,Francesca Mannu
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Maria Luisa,Seruis,7801556694,Maria Luisa Seruis
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Claudio,Velluti,6603827346,Claudio Velluti
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Bernardo,Carpiniello,7003475980,Bernardo Carpiniello
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Massimiliano,Salvi,9736927100,Massimiliano Salvi
148,Efficacy of physical activity in the adjunctive treatment of major depressive disorders: preliminary results,Mauro Giovanni,Carta,7006714673,Mauro Giovanni Carta
149,Predictors of mental disorders and their outcome in a community based cohort,John R.,Beard,7201799673,John R. Beard
149,Predictors of mental disorders and their outcome in a community based cohort,Kathy,Heathcote,17134923200,Kathy Heathcote
149,Predictors of mental disorders and their outcome in a community based cohort,Robert,Brooks,34871467900,Robert Brooks
149,Predictors of mental disorders and their outcome in a community based cohort,Arul,Earnest,6603854036,Arul Earnest
149,Predictors of mental disorders and their outcome in a community based cohort,Brian,Kelly,7202842593,Brian Kelly
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,James A.,Blumenthal,24382350300,James A. Blumenthal
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Michael A.,Babyak,7004498523,Michael A. Babyak
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,P. Murali,Doraiswamy,7005050686,P. Murali Doraiswamy
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Lana,Watkins,35365490300,Lana Watkins
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Benson M.,Hoffman,12791431400,Benson M. Hoffman
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Krista A.,Barbour,9734478700,Krista A. Barbour
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Steve,Herman,7101988166,Steve Herman
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,W. Edward,Craighead,7004256256,W. Edward Craighead
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Alisha L.,Brosse,6507011079,Alisha L. Brosse
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Robert,Waugh,35477501400,Robert Waugh
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Alan,Hinderliter,7006376378,Alan Hinderliter
150,Exercise and pharmacotherapy in the treatment of major depressive disorder,Andrew,Sherwood,7102660777,Andrew Sherwood
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",James A.,Blumenthal,24382350300,James A. Blumenthal
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",Andrew,Sherwood,7102660777,Andrew Sherwood
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",Sharon D.,Rogers,23020086300,Sharon D. Rogers
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",Michael A.,Babyak,7004498523,Michael A. Babyak
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",P. Murali,Doraiswamy,7005050686,P. Murali Doraiswamy
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",Lana,Watkins,35365490300,Lana Watkins
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",Benson M.,Hoffman,12791431400,Benson M. Hoffman
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",Cara,O'Connell,8637895500,Cara O'Connell
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",Julie J.,Johnson,57203758572,Julie J. Johnson
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",Seema M.,Patidar,36952314500,Seema M. Patidar
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",Robert,Waugh,35477501400,Robert Waugh
151,"Understanding prognostic benefits of exercise and antidepressant therapy for persons with depression and heart disease: the UPBEAT study — rationale, design, and methodological issues",Alan,Hinderliter,7006376378,Alan Hinderliter
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Kerry S.,Courneya,7005082194,Kerry S. Courneya
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Roanne J.,Segal,7102229903,Roanne J. Segal
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,John R.,Mackey,56062267400,John R. Mackey
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Karen,Gelmon,7005225389,Karen Gelmon
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Robert D.,Reid,7401757570,Robert D. Reid
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Christine M.,Friedenreich,7004933140,Christine M. Friedenreich
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Aliya B.,Ladha,6601967193,Aliya B. Ladha
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Caroline,Proulx,23486251500,Caroline Proulx
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Jeffrey K.H.,Vallance,9632420300,Jeffrey K.H. Vallance
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Kirstin,Lane,9943546100,Kirstin Lane
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Yutaka,Yasui,7102135927,Yutaka Yasui
152,Effects of aerobic and resistance exercise in breast cancer patients receiving adjuvant chemotherapy: a multicenter randomized controlled trial,Donald C.,McKenzie,7202305066,Donald C. McKenzie
153,Problem-solving therapy for late-life depression in home care: a randomized field trial,Zvi D.,Gellis,6602196619,Zvi D. Gellis
153,Problem-solving therapy for late-life depression in home care: a randomized field trial,Jean,McGinty,23474033400,Jean McGinty
153,Problem-solving therapy for late-life depression in home care: a randomized field trial,Amy,Horowitz,7202861123,Amy Horowitz
153,Problem-solving therapy for late-life depression in home care: a randomized field trial,Martha L.,Bruce,7201859223,Martha L. Bruce
153,Problem-solving therapy for late-life depression in home care: a randomized field trial,Elizabeth,Misener,6506425128,Elizabeth Misener
154,Effects of exercise and weight loss on depressive symptoms among men and women with hypertension,Patrick J.,Smith,7406994141,Patrick J. Smith
154,Effects of exercise and weight loss on depressive symptoms among men and women with hypertension,James A.,Blumenthal,24382350300,James A. Blumenthal
154,Effects of exercise and weight loss on depressive symptoms among men and women with hypertension,Michael A.,Babyak,7004498523,Michael A. Babyak
154,Effects of exercise and weight loss on depressive symptoms among men and women with hypertension,Anastasia,Georgiades,6701843086,Anastasia Georgiades
154,Effects of exercise and weight loss on depressive symptoms among men and women with hypertension,Alan,Hinderliter,7006376378,Alan Hinderliter
154,Effects of exercise and weight loss on depressive symptoms among men and women with hypertension,Andrew,Sherwood,7102660777,Andrew Sherwood
155,Dysglycemia in a community sample of people treated for schizophrenia: the Diabetes in Schizophrenia in Central-south Ontario (DiSCO) study,L. P.,Voruganti,7003945728,L. P. Voruganti
155,Dysglycemia in a community sample of people treated for schizophrenia: the Diabetes in Schizophrenia in Central-south Ontario (DiSCO) study,Z.,Punthakee,23493565500,Z. Punthakee
155,Dysglycemia in a community sample of people treated for schizophrenia: the Diabetes in Schizophrenia in Central-south Ontario (DiSCO) study,R. J.,Van Lieshout,16040780600,R. J. Van Lieshout
155,Dysglycemia in a community sample of people treated for schizophrenia: the Diabetes in Schizophrenia in Central-south Ontario (DiSCO) study,D.,MacCrimmon,6701797233,D. MacCrimmon
155,Dysglycemia in a community sample of people treated for schizophrenia: the Diabetes in Schizophrenia in Central-south Ontario (DiSCO) study,G.,Parker,22136463100,G. Parker
155,Dysglycemia in a community sample of people treated for schizophrenia: the Diabetes in Schizophrenia in Central-south Ontario (DiSCO) study,A. G.,Awad,7102817938,A. G. Awad
155,Dysglycemia in a community sample of people treated for schizophrenia: the Diabetes in Schizophrenia in Central-south Ontario (DiSCO) study,H. C.,Gerstein,7006393119,H. C. Gerstein
156,Physical activity and prevalence and incidence of mental disorders in adolescents and young adults,Andreas,Ströhle,7004609106,Andreas Ströhle
156,Physical activity and prevalence and incidence of mental disorders in adolescents and young adults,Michael,Höfler,7003555693,Michael Höfler
156,Physical activity and prevalence and incidence of mental disorders in adolescents and young adults,Hildegard,Pfister,7201399445,Hildegard Pfister
156,Physical activity and prevalence and incidence of mental disorders in adolescents and young adults,Anne Grit,Müller,55455220100,Anne Grit Müller
156,Physical activity and prevalence and incidence of mental disorders in adolescents and young adults,Jürgen,Hoyer,20834576800,Jürgen Hoyer
156,Physical activity and prevalence and incidence of mental disorders in adolescents and young adults,Hans Ulrich,Wittchen,56472426600,Hans Ulrich Wittchen
156,Physical activity and prevalence and incidence of mental disorders in adolescents and young adults,Roselind,Lieb,7005516628,Roselind Lieb
157,Exercise training for depressed older adults with Alzheimer's disease,C. L.,Williams,56284962600,C. L. Williams
157,Exercise training for depressed older adults with Alzheimer's disease,R. M.,Tappen,7003667742,R. M. Tappen
158,Improving physical quality of life with group physical activity in the adjunctive treatment of major depressive disorder,Mauro Giovanni,Carta,7006714673,Mauro Giovanni Carta
158,Improving physical quality of life with group physical activity in the adjunctive treatment of major depressive disorder,Maria Carolina,Hardoy,6701499133,Maria Carolina Hardoy
158,Improving physical quality of life with group physical activity in the adjunctive treatment of major depressive disorder,Alessandra,Pilu,21743424700,Alessandra Pilu
158,Improving physical quality of life with group physical activity in the adjunctive treatment of major depressive disorder,Manlio,Sorba,21743755900,Manlio Sorba
158,Improving physical quality of life with group physical activity in the adjunctive treatment of major depressive disorder,Anna Laura,Floris,36845148100,Anna Laura Floris
158,Improving physical quality of life with group physical activity in the adjunctive treatment of major depressive disorder,Francesca Ada,Mannu,56705151600,Francesca Ada Mannu
158,Improving physical quality of life with group physical activity in the adjunctive treatment of major depressive disorder,Antonia,Baum,12143557700,Antonia Baum
158,Improving physical quality of life with group physical activity in the adjunctive treatment of major depressive disorder,Alessandra,Cappai,57200247260,Alessandra Cappai
158,Improving physical quality of life with group physical activity in the adjunctive treatment of major depressive disorder,Claudio,Velluti,6603827346,Claudio Velluti
158,Improving physical quality of life with group physical activity in the adjunctive treatment of major depressive disorder,Massimiliano,Salvi,9736927100,Massimiliano Salvi
159,"Physical activity, sedentary index, and mental disorders in the SUN cohort study",Almudena,Sanchez-Villegas,57210287333,Almudena Sanchez-Villegas
159,"Physical activity, sedentary index, and mental disorders in the SUN cohort study",Ignacio,Ara,57218849195,Ignacio Ara
159,"Physical activity, sedentary index, and mental disorders in the SUN cohort study",Francisco,Guillén-Grima,55527622700,Francisco Guillén-Grima
159,"Physical activity, sedentary index, and mental disorders in the SUN cohort study",Maira,Bes-Rastrollo,56247740200,Maira Bes-Rastrollo
159,"Physical activity, sedentary index, and mental disorders in the SUN cohort study",Jose Javier,Varo-Cenarruzabeitia,8745830400,Jose Javier Varo-Cenarruzabeitia
159,"Physical activity, sedentary index, and mental disorders in the SUN cohort study",Miguel A.,Martinez-Gonzalez,7004290629,Miguel A. Martinez-Gonzalez
160,Testing the Senior Exercise Self-efficacy Project (SESEP) for use with urban dwelling minority older adults,Barbara,Resnick,7004323715,Barbara Resnick
160,Testing the Senior Exercise Self-efficacy Project (SESEP) for use with urban dwelling minority older adults,Daria,Luisi,9044696500,Daria Luisi
160,Testing the Senior Exercise Self-efficacy Project (SESEP) for use with urban dwelling minority older adults,Amanda,Vogel,24340328000,Amanda Vogel
161,Effect of Exercise Intensity during Aerobic Training on Depressive Symptoms in Initially Sedentary Depressed Women,I-Hua,Chu,55276486800,I-Hua Chu
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",Lisa D.,Butler,56719162200,Lisa D. Butler
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",Lynn C.,Waelde,6603354690,Lynn C. Waelde
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",T. Andrew,Hastings,8510655500,T. Andrew Hastings
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",Xin Hua,Chen,56166227800,Xin Hua Chen
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",Barbara,Symons,8400234700,Barbara Symons
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",Jonathan,Marshall,57214787343,Jonathan Marshall
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",Adam,Kaufman,57197926496,Adam Kaufman
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",Thomas F.,Nagy,54788104500,Thomas F. Nagy
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",Christine M.,Blasey,6701543468,Christine M. Blasey
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",Elizabeth O.,Seibert,51964773800,Elizabeth O. Seibert
162,"Meditation with yoga, group therapy with hypnosis, and psychoeducation for long-term depressed mood: a randomized pilot trial",David,Spiegel,7102138183,David Spiegel
163,Exercise fails to improve neurocognition in depressed middle-aged and older adults,Benson M.,Hoffman,12791431400,Benson M. Hoffman
163,Exercise fails to improve neurocognition in depressed middle-aged and older adults,James A.,Blumenthal,24382350300,James A. Blumenthal
163,Exercise fails to improve neurocognition in depressed middle-aged and older adults,Michael A.,Babyak,7004498523,Michael A. Babyak
163,Exercise fails to improve neurocognition in depressed middle-aged and older adults,Patrick J.,Smith,7406994141,Patrick J. Smith
163,Exercise fails to improve neurocognition in depressed middle-aged and older adults,Sharon D.,Rogers,23020086300,Sharon D. Rogers
163,Exercise fails to improve neurocognition in depressed middle-aged and older adults,P. Murali,Doraiswamy,7005050686,P. Murali Doraiswamy
163,Exercise fails to improve neurocognition in depressed middle-aged and older adults,Andrew,Sherwood,7102660777,Andrew Sherwood
164,The effects of a multimodal intervention on outcomes of persons with early-stage dementia,Sandy C.,Burgener,6701427418,Sandy C. Burgener
164,The effects of a multimodal intervention on outcomes of persons with early-stage dementia,Yang,Yang,7409386798,Yang Yang
164,The effects of a multimodal intervention on outcomes of persons with early-stage dementia,Ruth,Gilbert,55431847500,Ruth Gilbert
164,The effects of a multimodal intervention on outcomes of persons with early-stage dementia,Sara,Marsh-Yant,35750256300,Sara Marsh-Yant
165,The anxiolytic effects of exercise: a meta-analysis of randomized trials and dose–response analysis,Bradley M.,Wipfli,25224234100,Bradley M. Wipfli
165,The anxiolytic effects of exercise: a meta-analysis of randomized trials and dose–response analysis,Chad D.,Rethorst,25223786500,Chad D. Rethorst
165,The anxiolytic effects of exercise: a meta-analysis of randomized trials and dose–response analysis,Daniel M.,Landers,7102066570,Daniel M. Landers
166,Assessment of physical activity in middle-aged and older adults with schizophrenia,Laurie A.,Lindamer,6701751973,Laurie A. Lindamer
166,Assessment of physical activity in middle-aged and older adults with schizophrenia,Christine,McKibbin,6603379273,Christine McKibbin
166,Assessment of physical activity in middle-aged and older adults with schizophrenia,Gregory J.,Norman,7102607771,Gregory J. Norman
